epoch,accuracy,loss,val_accuracy,val_loss
0,0.49750137,1.7387183209315464,0.6019900441169739,1.2727106175019374
1,0.573015,1.4191933830601184,0.6268656849861145,1.1620345773981577
2,0.6007773,1.2489437410925441,0.6517412662506104,1.0116991860356497
3,0.63742363,1.0755744727037801,0.6616915464401245,0.9719366019044943
4,0.6774014,0.9321898165376632,0.6268656849861145,1.071131735891845
5,0.6935036,0.8581729730521884,0.6666666865348816,1.0214682633603984
6,0.7384786,0.7151158595998575,0.6666666865348816,1.0082094277908553
7,0.7712382,0.6304497212783817,0.646766185760498,1.0806887037125392
8,0.808995,0.5457131631304197,0.7014925479888916,1.1450611412228637
9,0.84175456,0.44657072489424454,0.6915422677993774,1.0878851093463044
10,0.85563576,0.41857513264111185,0.6666666865348816,1.3680638958565632
11,0.8833981,0.36985016016414735,0.6965174078941345,1.557222900105946
12,0.8906163,0.3299762638392282,0.6616915464401245,1.3237464000929648
13,0.905608,0.2690211917412804,0.6815920472145081,1.5504047431756014
14,0.9244864,0.23619827485825867,0.6965174078941345,1.6925641256778394
15,0.9428095,0.1821883724984826,0.6915422677993774,1.8555309938554148
16,0.95002776,0.15995467356977564,0.6865671873092651,1.871061784117969
17,0.9411438,0.1664557450433892,0.7064676880836487,2.1011130252287757
18,0.95613545,0.15009369008214127,0.6865671873092651,2.086919626786341
19,0.9494725,0.14492145751906493,0.7014925479888916,2.17057608727792
20,0.9627984,0.10788664409579468,0.6965174078941345,2.133703250790117
21,0.9566907,0.1383268161739395,0.7064676880836487,2.3853037072651424
22,0.9644642,0.11651547317667711,0.711442768573761,2.3629836514221494
23,0.9616879,0.1115641974529116,0.711442768573761,2.6379377414931113
24,0.9650194,0.11350850214036817,0.6815920472145081,2.5482441133527614
25,0.9627984,0.11166980171287592,0.6865671873092651,2.597135153575916
26,0.9622432,0.12246102105406242,0.6915422677993774,2.606554209296383
27,0.9578012,0.12481459727027826,0.676616907119751,2.7381810987766704
28,0.9666852,0.10177476294566233,0.6716417670249939,2.595534837068017
29,0.9639089,0.10212336701528686,0.6666666865348816,2.6215294059829333
30,0.97390336,0.079083870862637,0.676616907119751,2.8550260244910395
31,0.9705719,0.09462861944277508,0.6865671873092651,2.7320620551038144
32,0.97279286,0.08397966473550018,0.6965174078941345,2.7161180629065975
33,0.97390336,0.08686573158480074,0.6915422677993774,2.7932557395441617
34,0.9672404,0.09229928656361754,0.7014925479888916,2.695867723493434
35,0.97168237,0.08854215929769745,0.7014925479888916,2.764509523685892
36,0.97168237,0.0832466376259683,0.7014925479888916,2.8020476203652755
37,0.96779567,0.09667412839056319,0.6965174078941345,2.768765269227289
38,0.9766796,0.08142596366362793,0.7014925479888916,2.7481351918842067
39,0.97334814,0.0858983996291663,0.7014925479888916,2.7757082673447644
40,0.97445863,0.08300748452552487,0.7014925479888916,2.802984453552398
41,0.9766796,0.075232364398131,0.6965174078941345,2.8427738906139166
42,0.97112715,0.07982863333574737,0.6965174078941345,2.8757245932052387
43,0.97279286,0.07514946343781098,0.6965174078941345,2.8891318496780016
44,0.9694614,0.08618857547731812,0.6965174078941345,2.913629304117231
45,0.9755691,0.07790723282519081,0.6965174078941345,2.9277264182247333
46,0.97334814,0.08475200951033206,0.6965174078941345,2.9206231197907555
47,0.97168237,0.09134149796607129,0.6915422677993774,2.9194234188516344
48,0.97001666,0.08887141638087405,0.6965174078941345,2.9071765610234652
49,0.97168237,0.08851274647757718,0.6965174078941345,2.9140228157612813
